image_id,street,citi,n_citi,bed,bath,sqft,price,house_cat
12858,1800 Basswood Ave,Carlsbad,67,3,2,1078,799000,intermediate
12859,965 Salem,Vista,394,4,3,3192,759900,intermediate
12860,6519 Glidden Street,San Diego,320,3,2,1749,759000,intermediate
12861,1258 Via Del Cerro,Vista,394,3,3,2800,799900,intermediate
12862,3563 Pebble St,Carlsbad,67,4,3,1675,749000,intermediate
12863,9882 Mizpah Lane,Descanso,100,4,3,2823,749900,intermediate
12864,1352 Pine,El Cajon,109,5,3,2284,749000,intermediate
12865,167 Citrus Ave,Imperial Beach,151,4,3,1658,769990,intermediate
12866,344 Flower Hill Way,San Marcos,327,5,4,3419,779900,intermediate
12867,2436 Douglaston Glen,Escondido,115,6,3,3632,799000,intermediate
12868,2291 Journey St,Chula Vista,80,5,4,3046,749000,intermediate
12869,8829 Hightail Drive,Santee,341,4,3,2317,794900,intermediate
12870,17088 Obsidian Dr,Ramona,296,4,3,2770,749000,intermediate
12871,399 Melbourne Glen,Escondido,115,4,2,2749,769000,intermediate
12872,2630 K St,San Diego,320,2,1,1200,795000,intermediate
12873,1732 Hartwright Rd,Vista,394,3,2,2000,749000,intermediate
12874,4331 Summit Dr,La Mesa,171,3,2,2105,775000,intermediate
12875,323 Ocotillo Circle,Borrego Springs,46,4,3,3162,795000,intermediate
12876,11987 Fuerte Dr,El Cajon,109,4,2,2976,798000,intermediate
12877,1188 Players Dr,Oceanside,256,4,4,3203,750000,intermediate
12878,3065 Starry Night,Escondido,115,5,4,3640,799000,intermediate
12879,2605 Kauana Loa Dr,Escondido,115,4,2,2080,799900,intermediate
12880,1056 F,San Diego,320,2,2,1376,799000,intermediate
12881,11472 Fuerte Farms Rd,El Cajon,109,3,2,2500,769900,intermediate
12882,328 Greenwood Pl,Bonita,43,5,3,2581,799900,intermediate
12883,2219 Greenfield Dr,El Cajon,109,4,3,3096,799900,intermediate
12884,4641 El Penon Way,San Diego,320,3,1,1105,746000,intermediate
12885,4260 Cobalt Dr,La Mesa,171,3,2,1968,784000,intermediate
12886,3003 Jamacha View Dr,El Cajon,109,4,3,2546,765900,intermediate
12887,1634 Plantation Way,El Cajon,109,5,3,3474,799000,intermediate
12888,11412 Faisan Way,San Diego,320,3,2,1768,750000,intermediate
12889,3845 Bonita Mesa Rd.,Bonita,43,4,2,1977,749000,intermediate
12890,3654 Jackdaw St,San Diego,320,2,1,836,798000,intermediate
12891,10366 Orozco Rd,San Diego,320,4,2,1628,759900,intermediate
12892,837 Rio Claro Court,Oceanside,256,4,3,2800,769000,intermediate
12893,"9265 Old Farmhouse Road, Lot 14",Lakeside,190,5,2,2837,759900,intermediate
12894,"9265 Old Farmhouse Road, Lot 18",Lakeside,190,4,3,2700,759900,intermediate
12895,"9265 Old Farmhouse Road, Lot 16",Lakeside,190,6,4,3059,774900,intermediate
12896,9048 Trailridge Ave Lake Ridge 237,Santee,341,4,3,3150,799000,intermediate
12897,525-527 E 4th Ave,Escondido,115,5,3,3474,749000,intermediate
12898,1910 Calle Buena Ventura,Oceanside,256,4,2,2187,799000,intermediate
12899,3530 Harwich Dr,Carlsbad,67,3,2,1957,789000,intermediate
12900,2861 Quilters Drive,Escondido,115,5,4,3640,747900,intermediate
12901,1279 Whitsett Dr,El Cajon,109,5,2,3064,749000,intermediate
12902,9427 Los Coches Rd,Lakeside,190,10,3,1890,769500,intermediate
12903,2545 Crestline Dr,Lemon Grove,197,7,4,3066,769500,intermediate
12904,10420 San Vicente Blvd,Spring Valley,356,6,3,3354,769900,intermediate
12905,1651 Mesa Verde Dr,Vista,394,4,2,3094,775000,intermediate
12906,1418 Vista Grande Rd,El Cajon,109,4,3,2558,775000,intermediate
12907,7455 Eastridge Drive,La Mesa,171,4,3,2728,799000,intermediate
12908,4167 Ingalls Street,San Diego,320,2,2,928,795000,intermediate
12909,5859 Adobe Falls Road,San Diego,320,3,2,2457,769900,intermediate
12910,1557 TRAILWOOD AVE.,Chula Vista,80,5,3,3006,799000,intermediate
12911,3708 La Canada Rd,Fallbrook,116,4,3,3209,799000,intermediate
12912,1630 Stewart Street,Oceanside,256,3,1,954,789000,intermediate
12913,1107 Vista Pointe Blvd,Oceanside,256,5,3,3448,746000,intermediate
12914,2582 Honeybell Ln,Escondido,115,4,3,3187,769000,intermediate
12915,4612 Katy Ct,La Mesa,171,3,2,2612,779000,intermediate
12916,2934 Hayloft Place,Escondido,115,4,3,2952,799900,intermediate
12917,15543 New Park Terrace,San Diego,320,3,2,1785,805000,intermediate
12918,1101 Vista Grande Rd,El Cajon,109,5,2,3396,799000,intermediate
12919,604 Via Del Campo,San Marcos,327,4,3,2845,759000,intermediate
12920,486 Skywood Dr.,El Cajon,109,4,2,2372,775000,intermediate
12921,3325 Avenida Magoria,Escondido,115,3,2,2205,785000,intermediate
12922,439 machado,Vista,394,5,2,3329,775000,intermediate
12923,424 Adobe Estates Dr,Vista,394,4,2,2594,795000,intermediate
12924,2429 Union St,San Diego,320,1,1,520,749000,intermediate
12925,4312 Falcon St,San Diego,320,2,2,1006,789000,intermediate
12926,3457 Moon Field Dr,Carlsbad,67,3,2,1653,785000,intermediate
12927,19701 RAMONA TRAILS DRIVE,Ramona,296,5,3,3604,799000,intermediate
12928,9381 Laser Ln,La Mesa,171,5,3,2869,799000,intermediate
12929,4843 Sea Coral Dr,San Diego,320,5,3,2730,775000,intermediate
12930,1438 Burroughs St,Oceanside,256,3,1,953,769900,intermediate
12931,1884 Chuparosa Lane,Borrego Springs,46,3,3,2725,795000,intermediate
12932,2175 Rainbow Glen Road,Fallbrook,116,4,3,2544,779000,intermediate
12933,8971 Hightail Drive,Santee,341,4,3,2522,774000,intermediate
12934,28136 Glenmeade Way,Escondido,115,4,2,3048,749900,intermediate
12935,6694 San Miguel Ave,Lemon Grove,197,3,1,988,749000,intermediate
12936,14530 Crestline Drive,Poway,294,4,3,2821,750000,intermediate
12937,4504 Moraga Avenue,San Diego,320,3,2,1504,780000,intermediate
12938,10517 Pinion Trail,Escondido,115,3,2,3065,795000,intermediate
12939,22628 tombill Road,Ramona,296,4,3,3000,750000,intermediate
12940,618 Murray Drive,El Cajon,109,3,2,1782,749500,intermediate
12941,26281 Crescendo Drive,Escondido,115,4,2,2850,799999,intermediate
12942,2387 Mahogany Lane,Vista,394,3,2,2633,756900,intermediate
12943,1825 Palisades Dr,Carlsbad,67,3,2,1165,769000,intermediate
12944,Address not provided,Fallbrook,116,4,2,2639,787000,intermediate
12945,22942 TOMBILL,Ramona,296,4,3,2606,749900,intermediate
12946,570 Echo Lane,San Marcos,327,5,2,3814,785000,intermediate
12947,13436 San Pasqual Road,Escondido,115,4,2,2659,749000,intermediate
12948,11445 Vela,San Diego,320,4,2,2138,769000,intermediate
12949,10841 FUERTE DR,La Mesa,171,4,2,5409,785000,intermediate
12950,5562 Nanday,Oceanside,256,6,4,3727,774990,intermediate
12951,20121 Highway 76,Pauma Valley,276,8,3,5218,800000,intermediate
12952,2745 Monroe St,Carlsbad,67,4,3,2200,749900,intermediate
12953,2082 Fuerte Street,Fallbrook,116,4,3,2200,745000,intermediate
12954,592 S Hidden Trails,Escondido,115,5,4,3740,789000,intermediate
12955,643 Stirrup Way,Escondido,115,4,3,3192,775000,intermediate
12956,17280 Greenbelt Rd,Ramona,296,4,3,2700,799000,intermediate
12957,4220 Rancho Camino Norte,Fallbrook,116,3,2,2762,769900,intermediate
12958,31831 Bucksnort Trail,Warner Springs,396,5,3,3363,799000,intermediate
12959,7 Bonita Rd.,Chula Vista,80,5,3,3200,759999,intermediate
12960,806 California St,Oceanside,256,3,2,1542,789000,intermediate
12961,7460 Eastridge,La Mesa,171,4,3,2728,779000,intermediate
12962,6737 Friars Rd. #175,San Diego,320,3,2,1794,749900,intermediate
12963,10522 Clasico Ct,San Diego,320,4,2,2112,775000,intermediate
12964,14127 Tricia St,Poway,294,4,2,1935,749000,intermediate
12965,612 Gem Lane,Ramona,296,3,3,2548,775000,intermediate
12966,1563 Kaila Marie Way,Alpine,8,5,3,3702,769000,intermediate
12967,9833 Edgar Place,La Mesa,171,4,3,3235,799000,intermediate
12968,2648 Peet Lane,Escondido,115,4,2,2403,779000,intermediate
12969,8605 Dent Dr,San Diego,320,5,3,2133,800000,intermediate
12970,2264 La Mesa Ct,Spring Valley,356,5,3,2713,769000,intermediate
12971,1721 Kenwood Pl,San Marcos,327,5,2,2221,780000,intermediate
12972,10130 Vivera Dr,La Mesa,171,2,3,2357,797500,intermediate
12973,900 7Th St,Imperial Beach,151,4,2,2449,779900,intermediate
12974,14140 Winged Foot Cir,Valley Center,384,4,3,2804,749000,intermediate
12975,1427 AVOCADO ROAD,Oceanside,256,3,2,1586,770000,intermediate
12976,5521 Birkdale Way,San Diego,320,5,2,2025,769000,intermediate
12977,5007 Sunmeadow Rd,Oceanside,256,5,2,3137,795000,intermediate
12978,670 Borden Rd,San Marcos,327,4,3,3227,799000,intermediate
12979,343 Vista Marazul,Oceanside,256,4,3,2768,779500,intermediate
12980,810-816 Ethel Trl,El Cajon,109,3,2,3742,795000,intermediate
12981,1084 Nugent Court,El Cajon,109,4,3,3200,799500,intermediate
12982,10515 Laurel Path,Escondido,115,4,2,3065,769000,intermediate
12983,2511 Hibiscus Ave.,Vista,394,4,3,3012,779900,intermediate
12984,8650 Park Run Road,San Diego,320,3,2,1655,775000,intermediate
12985,1690 Jackson Rd.,Fallbrook,116,4,4,3580,775000,intermediate
12986,3243 VIA VIEJAS,Alpine,8,5,3,2991,765000,intermediate
12987,1818 Fuerte St.,Fallbrook,116,6,5,3843,799000,intermediate
12988,3055 Via Viejas,Alpine,8,4,2,2700,745000,intermediate
12989,4957 Lassen Dr.,Oceanside,256,5,3,3006,785000,intermediate
12990,3672 Alta Vista Drive,Fallbrook,116,5,3,3808,795000,intermediate
12991,4848 Sea Coral,San Diego,320,5,3,2730,749900,intermediate
12992,1985 Sorrentino Dr,Escondido,115,5,3,3480,749000,intermediate
12993,5421 Siesta Dr,San Diego,320,4,3,1532,829000,intermediate
12994,1336 Windsong Lane,Escondido,115,5,3,4826,895000,luxury
12995,10350 Matador Court,San Diego,320,5,2,1887,839990,luxury
12996,6306 Lourdes Terrace,San Diego,320,3,2,2115,849900,luxury
12997,2050 Via Del Torrie,Alpine,8,4,2,2696,799000,intermediate
12998,1108 Championship Rd,Oceanside,256,6,3,4159,849999,luxury
12999,10135 JESMOND DR,Escondido,115,6,3,2909,799000,intermediate
13000,556 Echo Lane,San Marcos,327,4,3,2971,799000,intermediate
13001,15563 Canton Ridge Ter.,San Diego,320,3,2,1785,810000,intermediate
13002,11646 Creek Rd,Poway,294,5,2,1540,799000,intermediate
13003,12544 Golden Eye Ln,Poway,294,4,2,1745,825000,intermediate
13004,646 Alabama,Imperial Beach,151,4,3,1508,824500,intermediate
13005,7289 Wembley Street,San Diego,320,4,3,2125,821978,intermediate
13006,2009 Catalina Blvd.,San Diego,320,3,2,2030,815000,intermediate
13007,11983 Briarleaf Way,San Diego,320,4,2,1900,849500,luxury
13008,2936 Stable Place,Escondido,115,4,3,3465,825900,intermediate
13009,2442 Worden St,San Diego,320,3,2,1808,825000,intermediate
13010,28718 Top Of The Pines Ln,Pine Valley,283,4,4,2713,889000,luxury
13011,13702 Somerset Rd,Poway,294,5,3,2236,859900,luxury
13012,1479 Lost Creek Rd,Chula Vista,80,5,4,3101,830000,intermediate
13013,3754 Alabama St,San Diego,320,3,2,1568,879900,luxury
13014,2926 Mobley St,San Diego,320,3,2,1543,899000,luxury
13015,6569 Casselberry Way,San Diego,320,4,2,2018,899000,luxury
13016,9336 Edgewood Dr.,La Mesa,171,5,3,3526,875000,luxury
13017,1630 FUERTE HILLS DR,El Cajon,109,4,3,2624,899500,luxury
13018,1338 Scenic Drive,Escondido,115,4,3,2400,849000,luxury
13019,13860 Nicoles Vista,Valley Center,384,3,3,2712,879000,luxury
13020,12534 Avenida Tineo,San Diego,320,3,2,1729,849500,luxury
13021,29802 KIRSTEN Lane,Vista,394,5,3,3700,875000,luxury
13022,12178 Lilac Heights Ct,Valley Center,384,4,2,2600,835888,luxury
13023,8734 Glenira Ave,La Mesa,171,3,2,2058,810000,intermediate
13024,1924 S Moreno St,Oceanside,256,3,2,1222,799000,intermediate
13025,1215 Vista Way,Oceanside,256,5,3,1843,849000,luxury
13026,2432 Tompau Pl,Alpine,8,4,3,3374,859000,luxury
13027,904 Camino Aldea,Chula Vista,80,6,4,3401,834000,intermediate
13028,7548 Margerum Ave,San Diego,320,4,3,1941,825000,intermediate
13029,1120 San Pablo Dr,San Marcos,327,3,2,1756,799900,intermediate
13030,5418 Romega Court,Bonita,43,4,2,2333,799000,intermediate
13031,1509 White Sage Way,Carlsbad,67,3,2,2046,899000,luxury
13032,1820 30th,San Diego,320,3,2,1265,879000,luxury
13033,6551 Forum St,San Diego,320,4,2,1413,799000,intermediate
13034,10907 Caminito Alto,San Diego,320,3,2,1809,799000,intermediate
13035,3443 Pleasant Vale Dr,Carlsbad,67,5,3,2876,899000,luxury
13036,12066 Fuerte Dr,El Cajon,109,5,3,4009,899000,luxury
13037,7255 Wembley Street,San Diego,320,5,4,2496,856090,luxury
13038,7267 Wembley Street,San Diego,320,4,3,2125,795290,intermediate
13039,7260 Wembley Street,San Diego,320,3,2,1938,799990,intermediate
13040,4107 Avocado Blvd.,La Mesa,171,6,3,2614,850000,luxury
13041,11194 Susita Ct,San Diego,320,4,2,1826,798000,intermediate
13042,1802 Vista De La Montana,El Cajon,109,4,2,3229,829900,intermediate
13043,7721 Golfcrest Dr,San Diego,320,5,2,2235,845000,luxury
13044,925 E Old Julian Hwy.,Ramona,296,1,1,1672,795000,intermediate
13045,13247 Treecrest Street,Poway,294,3,2,1807,895000,luxury
13046,27694 Cool Water Ranch Rd,Valley Center,384,4,4,3124,797000,intermediate
13047,8940 Mckinley Ct,La Mesa,171,5,4,3290,899900,luxury
13048,3646 Villeta Avenue,Carlsbad,67,3,2,1997,809990,intermediate
13049,1577 Merritt Dr,El Cajon,109,4,2,2767,799900,intermediate
13050,9630 Calle De La Reina,Escondido,115,4,2,2306,798000,intermediate
13051,1751 Julian Avenue,San Diego,320,4,2,1910,900000,luxury
13052,449 COTA LANE,Vista,394,6,3,4125,799999,intermediate
13053,911 Terraza Mar,San Marcos,327,5,3,2468,869000,luxury
13054,7770 EASTRIDGE DR,La Mesa,171,5,3,2728,875000,luxury
13055,749 Las Palmas,Vista,394,4,3,3630,799000,intermediate
13056,1843 Shadetree Dr,San Marcos,327,5,4,3553,849000,luxury
13057,1526 Avila Ln,Vista,394,4,3,2882,809000,intermediate
13058,17335 Campillo Dr,San Diego,320,5,3,2519,829900,intermediate
13059,943 Grange Hall Rd,Cardiff by the Sea,65,3,2,1110,869950,luxury
13060,10755 Old Saybrook Drive,San Diego,320,5,2,2670,849999,luxury
13061,1435 30th Street,San Diego,320,2,1,1240,899000,luxury
13062,4034 Yale Ave.,La Mesa,171,4,2,2360,829900,intermediate
13063,3572 Moultrie Ave,San Diego,320,3,2,1325,824178,intermediate
13064,9413 Lavell St,La Mesa,171,3,2,2200,879000,luxury
13065,1133 20th Street,San Diego,320,3,3,1450,819000,intermediate
13066,3786 Foxglove Ln,Fallbrook,116,3,3,3566,799900,intermediate
13067,3151 Mount Whitney Road,Escondido,115,4,2,2711,889000,luxury
13068,12352 Cornwallis Sq,San Diego,320,3,2,2026,820000,intermediate
13069,2914 Fledgling Dr,Escondido,115,6,4,3640,869000,luxury
13070,4736 Panorama Drive,San Diego,320,3,2,1220,825000,intermediate
13071,2470 Jefferson Street,Carlsbad,67,2,1,922,799900,intermediate
13072,138 Cerro St,Encinitas,113,4,2,1838,900000,luxury
13073,12736 Brickellia Street,San Diego,320,4,3,1988,840000,luxury
13074,948-950 COCHERA VIA,Dulzura,105,7,4,5588,899000,luxury
13075,732 N Fox Run Pl,Chula Vista,80,4,2,3498,869900,luxury
13076,10292 Viacha Dr,San Diego,320,4,2,3010,898000,luxury
13077,28005 Via Viso,Valley Center,384,4,3,3100,875000,luxury
13078,535 Valley Dr,Vista,394,4,3,3630,839900,luxury
13079,32567 Womsi Rd,Pauma Valley,276,3,3,3500,895000,luxury
13080,1800 Basswood Ave,Carlsbad,67,3,2,1078,799000,intermediate
13081,9500 El Granito,La Mesa,171,5,3,4130,885000,luxury
13082,9220 Lavell Street,La Mesa,171,4,3,2878,814000,intermediate
13083,13259 Via San Lorenza,San Diego,320,3,2,1707,839000,luxury
13084,5811 Bounty St,San Diego,320,4,2,2040,849000,luxury
13085,3636 Arizona Street,San Diego,320,3,1,1920,849000,luxury
13086,1610 TUCKER LANE,Encinitas,113,4,2,1830,899000,luxury
13087,2808 - 2810 Ribbonwood Rd,Boulevard,47,6,5,5495,850000,luxury
13088,898 Via Allegra,Vista,394,4,3,2541,809000,intermediate
13089,1258 Via Del Cerro,Vista,394,3,3,2800,799900,intermediate
13090,1660 Gamble Lane,Escondido,115,4,2,2229,852000,luxury
13091,4441 Carmen Drive,La Mesa,171,4,2,2046,839000,luxury
13092,5953 Steeplechase Rd,Bonita,43,4,2,2428,825000,intermediate
13093,14565 BUDWIN LANE,Poway,294,4,2,2171,865000,luxury
13094,10657 Aspen Glen,Escondido,115,6,3,3243,834900,intermediate
13095,1300 Dexter Place,Escondido,115,4,2,2630,819900,intermediate
13096,15232 Molly Anne Ct,Valley Center,384,4,3,2822,879000,luxury
13097,2436 Douglaston Glen,Escondido,115,6,3,3632,799000,intermediate
13098,7828 Quebrada Circle,Carlsbad,67,3,2,1542,835000,luxury
13099,1388 Kettner Blvd.,San Diego,320,2,2,1425,826900,intermediate
13100,464 Old Via Rancho Dr,Escondido,115,4,3,2269,849000,luxury
13101,10755 Puebla Dr,La Mesa,171,4,2,2481,858800,luxury
13102,290 Patton Oak Rd,Fallbrook,116,4,2,2976,829000,intermediate
13103,670 Georgine Rd.,Fallbrook,116,4,3,3964,899000,luxury
13104,2630 K St,San Diego,320,2,1,1200,795000,intermediate
13105,26138 Wyndemere Ct,Escondido,115,5,2,3216,875000,luxury
13106,323 Ocotillo Circle,Borrego Springs,46,4,3,3162,795000,intermediate
13107,11987 Fuerte Dr,El Cajon,109,4,2,2976,798000,intermediate
13108,4511 TAFT AVENUE,La Mesa,171,5,3,3100,849888,luxury
13109,3065 Starry Night,Escondido,115,5,4,3640,799000,intermediate
13110,2573 Kauana Loa Dr,Escondido,115,3,3,2150,869000,luxury
13111,729 Singing Trails Dr,El Cajon,109,5,3,3188,849900,luxury
13112,2605 Kauana Loa Dr,Escondido,115,4,2,2080,799900,intermediate
13113,16755 Coyote Bush Drive,Rancho Bernardo,298,3,3,2315,826900,intermediate
13114,1056 F,San Diego,320,2,2,1376,799000,intermediate
13115,1716 MONARCH RIDGE CIR,El Cajon,109,3,2,2615,899000,luxury
13116,322 Calle Bonita,Escondido,115,4,3,2693,889000,luxury
13117,1617 Winsome Dr,Escondido,115,4,3,2866,839000,luxury
13118,3835 Sacramento Drive,La Mesa,171,6,4,3520,869000,luxury
13119,328 Greenwood Pl,Bonita,43,5,3,2581,799900,intermediate
13120,2616 Puebla St,Escondido,115,3,3,2942,900000,luxury
13121,1476 Belmont Park Rd,Oceanside,256,4,4,3461,849999,luxury
13122,2219 Greenfield Dr,El Cajon,109,4,3,3096,799900,intermediate
13123,3646 Oleander,San Diego,320,2,1,1229,869000,luxury
13124,3333 Randy Ln,Chula Vista,80,4,3,4356,900000,luxury
13125,11615 Legendale Dr.,Lakeside,190,5,3,3686,879000,luxury
13126,28428 Almona Way,Valley Center,384,4,4,3468,878000,luxury
13127,1634 Plantation Way,El Cajon,109,5,3,3474,799000,intermediate
13128,3654 Jackdaw St,San Diego,320,2,1,836,798000,intermediate
13129,2351 Nabal,Escondido,115,4,3,3454,879000,luxury
13130,1715 Tamarack Ave,Carlsbad,67,4,2,2244,869000,luxury
13131,520 Pointing Rock Dr,Borrego Springs,46,4,3,2487,810000,intermediate
13132,816 Toulon Court,San Diego,320,2,1,720,899000,luxury
13133,10545 Burned Oak Ln,Escondido,115,3,3,3318,824000,intermediate
13134,7590 Chicago Dr,La Mesa,171,4,3,2728,855000,luxury
13135,6103 Paseo Monona,Carlsbad,67,3,2,2109,869000,luxury
13136,4371 Fallsbrae Drive,Fallbrook,116,4,3,3487,849000,luxury
13137,2719 Waterbury Way,Carlsbad,67,4,2,2557,839000,luxury
13138,1714 Penasco Road,El Cajon,109,4,3,3172,829000,intermediate
13139,9048 Trailridge Ave Lake Ridge 237,Santee,341,4,3,3150,799000,intermediate
13140,16064 Loose Creek Road,Jamul,159,5,3,3000,820000,intermediate
13141,4023 Concordia Lane,Fallbrook,116,4,3,3483,899000,luxury
13142,20225 Rustic Villa Rd,Ramona,296,4,3,2968,825000,intermediate
13143,3132 Knottwood Way,Fallbrook,116,4,2,2810,895000,luxury
13144,23516 Bell Bluff Truck Trl,Alpine,8,4,3,3040,829000,intermediate
13145,3113 Camino De Las Piedras,El Cajon,109,4,3,3377,899500,luxury
13146,1910 Calle Buena Ventura,Oceanside,256,4,2,2187,799000,intermediate
13147,13159 Deron Ave,San Diego,320,4,3,2050,830000,intermediate
13148,6477 Caminito Estrellado,San Diego,320,4,2,3304,849000,luxury
13149,11005 Corte Playa Merida,San Diego,320,3,2,2087,850000,luxury
13150,2970 Hayloft Place,Escondido,115,4,3,3465,831900,intermediate
13151,1240 La Granada,San Marcos,327,3,2,2241,895000,luxury
13152,221 E Oneida St,Chula Vista,80,12,3,2900,869500,luxury
13153,13944 Powers Rd,Poway,294,6,2,1960,869500,luxury
13154,4925 LOMA COURT,Carlsbad,67,4,2,2245,849000,luxury
13155,1309 Hidden Mountain Dr,El Cajon,109,5,2,3356,874999,luxury
13156,16135 Bennye Lee Dr,Poway,294,3,2,2100,899000,luxury
13157,9420 Water St,La Mesa,171,9,2,1680,869500,luxury
13158,7501 Prairie Mound Way,San Diego,320,6,2,1780,809000,intermediate
13159,6990 Sandcastle Dr.,Carlsbad,67,2,2,1675,837500,luxury
13160,7455 Eastridge Drive,La Mesa,171,4,3,2728,799000,intermediate
13161,4167 Ingalls Street,San Diego,320,2,2,928,795000,intermediate
13162,1557 TRAILWOOD AVE.,Chula Vista,80,5,3,3006,799000,intermediate
13163,1613 Griffin,Oceanside,256,3,2,1268,819898,intermediate
13164,3708 La Canada Rd,Fallbrook,116,4,3,3209,799000,intermediate
13165,5171 College Gardens Ct,San Diego,320,4,3,2363,894950,luxury
13166,2934 Hayloft Place,Escondido,115,4,3,2952,799900,intermediate
13167,15543 New Park Terrace,San Diego,320,3,2,1785,805000,intermediate
13168,1101 Vista Grande Rd,El Cajon,109,5,2,3396,799000,intermediate
13169,920 Camino Aldea,Chula Vista,80,4,3,3138,899000,luxury
13170,42075 Old Highway 80,Jacumba,158,3,3,2200,890000,luxury
13171,30158 Calle Ladera,Valley Center,384,5,4,4200,839000,luxury
13172,9614 MEADOW MESA DR.,Escondido,115,4,3,3632,870000,luxury
13173,3839 Deer Lake Park,Julian,161,5,4,3520,889000,luxury
13174,Address not provided,Carlsbad,67,3,2,1999,805990,intermediate
13175,903 Sutter St,San Diego,320,2,2,1034,849000,luxury
13176,4774 Jeffer Ln,La Mesa,171,4,3,3005,879000,luxury
13177,2249 3rd Ave,San Diego,320,3,2,1657,850000,luxury
13178,424 Adobe Estates Dr,Vista,394,4,2,2594,795000,intermediate
13179,577 Santa Theresa Place,Chula Vista,80,5,4,3045,829900,intermediate
13180,19701 RAMONA TRAILS DRIVE,Ramona,296,5,3,3604,799000,intermediate
13181,9381 Laser Ln,La Mesa,171,5,3,2869,799000,intermediate
13182,400 Glin Court,Vista,394,4,3,3129,899900,luxury
13183,5823 Camber Dr,San Diego,320,4,3,2548,829000,intermediate
13184,1213 Morgan Hill Dr,Chula Vista,80,6,4,2830,887900,luxury
13185,11643 Chippenham,San Diego,320,4,2,2350,889000,luxury
13186,1884 Chuparosa Lane,Borrego Springs,46,3,3,2725,795000,intermediate
13187,14064 Montfort Ct,San Diego,320,4,2,2350,859000,luxury
13188,3335 Red Mountain Heights Drive,Fallbrook,116,3,2,3777,874500,luxury
13189,2044 Janet Circle,Oceanside,256,4,3,2209,869000,luxury
13190,1645 Whispering Pines,Julian,161,6,6,3565,849000,luxury
13191,1047 Ardilla Pl,Chula Vista,80,4,3,2625,826875,intermediate
13192,3045 Felicita Road,Escondido,115,6,4,3048,889000,luxury
13193,1336 Windsong Lane,Escondido,115,5,3,4826,895000,luxury
13194,10706 Mira Lago Ter,San Diego,320,4,2,2436,998000,luxury
13195,3275 Camino Vallareal,Escondido,115,4,3,2821,985000,luxury
13196,9704 Canyon Country Lane,Escondido,115,5,3,3560,980000,luxury
13197,1274 Bernardo Ridge Pl,Escondido,115,5,4,3460,929000,luxury
13198,5006 Hill Ranch Dr,Fallbrook,116,6,5,4478,949900,luxury
13199,200 Harbor Drive,San Diego,320,2,2,1474,995000,luxury
13200,6026 Bounty St,San Diego,320,4,2,2521,949950,luxury
13201,1344 Edgemont St,San Diego,320,4,2,1604,949000,luxury
13202,2727 Joshua Creek Rd,Chula Vista,80,5,4,3765,919000,luxury
13203,12736 Westly Ln,San Diego,320,5,2,3226,995000,luxury
13204,2718 Socorro Ln,Carlsbad,67,4,4,2089,929000,luxury
13205,759 Poinsettia Park S,Encinitas,113,3,2,1485,929000,luxury
13206,2926 Mobley St,San Diego,320,3,2,1543,899000,luxury
13207,6569 Casselberry Way,San Diego,320,4,2,2018,899000,luxury
13208,1630 FUERTE HILLS DR,El Cajon,109,4,3,2624,899500,luxury
13209,2054 Lemon Ave,Escondido,115,4,2,3224,988888,luxury
13210,16005 Tukwut Ct.,Pauma Valley,276,4,4,4136,949000,luxury
13211,1401 Sapphire Dr,Carlsbad,67,4,2,2329,915000,luxury
13212,1212 Sunrise,Escondido,115,5,4,3460,979000,luxury
13213,3940 Gresham St,San Diego,320,2,2,1559,980000,luxury
13214,4137 RUEDA,San Diego,320,5,3,2422,949000,luxury
13215,3369 Felton St.,San Diego,320,3,2,1420,1005000,luxury
13216,2502 San Marcos Ave,San Diego,320,2,1,1135,968000,luxury
13217,9219 Inverness Road,Santee,341,3,3,2530,950000,luxury
13218,1550 Reed Avenue,Pacific Beach,262,2,2,1100,939000,luxury
13219,3522 Celinda Dr.,Carlsbad,67,5,3,2867,989900,luxury
13220,1509 White Sage Way,Carlsbad,67,3,2,2046,899000,luxury
13221,1440 Monitor Rd,San Diego,320,3,2,1326,975000,luxury
13222,6606 Towhee Ln,Carlsbad,67,4,3,2257,949900,luxury
13223,11290 Lorena Ln,El Cajon,109,4,3,3482,949000,luxury
13224,3443 Pleasant Vale Dr,Carlsbad,67,5,3,2876,899000,luxury
13225,9051 Trailmark Way Lake Ridge 242,Santee,341,4,4,3745,987750,luxury
13226,1410 Farlin Rd,Alpine,8,5,3,3841,974900,luxury
13227,12066 Fuerte Dr,El Cajon,109,5,3,4009,899000,luxury
13228,817 Tumbleweed Lane,Fallbrook,116,4,3,3119,999000,luxury
13229,1488 Essex,San Diego,320,3,3,1778,949000,luxury
13230,13247 Treecrest Street,Poway,294,3,2,1807,895000,luxury
13231,6632 Wandermere Dr,San Diego,320,4,3,2382,999000,luxury
13232,1620 San Pablo Dr,San Marcos,327,3,3,2292,975000,luxury
13233,115 Via De Casa,Fallbrook,116,4,2,3574,988000,luxury
13234,8940 Mckinley Ct,La Mesa,171,5,4,3290,899900,luxury
13235,645 Front St,San Diego,320,2,2,1291,999999,luxury
13236,1751 Julian Avenue,San Diego,320,4,2,1910,900000,luxury
13237,1322 San Julian Lane,San Marcos,327,4,3,2814,950000,luxury
13238,7688 Little Creek Rd,San Marcos,327,4,2,3100,925000,luxury
